number_of_characters,length_of_case,absorbing_state,expected_value
6,6,[2. 2. 2. 4. 5. 2.],55734
6,6,[2. 2. 2. 4. 5. 3.],55728
6,6,[2. 2. 2. 4. 5. 4.],55728
6,6,[2. 2. 2. 4. 5. 5.],55728
6,6,[2. 2. 2. 5. 0. 0.],55728
6,6,[2. 2. 2. 5. 0. 1.],55728
6,6,[2. 2. 2. 5. 0. 2.],55734
6,6,[2. 2. 2. 5. 0. 3.],55728
6,6,[2. 2. 2. 5. 0. 4.],55728
6,6,[2. 2. 2. 5. 0. 5.],55728
6,6,[2. 2. 2. 5. 1. 0.],55728
6,6,[2. 2. 2. 5. 1. 1.],55728
6,6,[2. 2. 2. 5. 1. 2.],55734
6,6,[2. 2. 2. 5. 1. 3.],55728
6,6,[2. 2. 2. 5. 1. 4.],55728
6,6,[2. 2. 2. 5. 1. 5.],55728
6,6,[2. 2. 2. 5. 2. 0.],55764
6,6,[2. 2. 2. 5. 2. 1.],55764
6,6,[2. 2. 2. 5. 2. 2.],55770
6,6,[2. 2. 2. 5. 2. 3.],55764
6,6,[2. 2. 2. 5. 2. 4.],55764
6,6,[2. 2. 2. 5. 2. 5.],55764
6,6,[2. 2. 2. 5. 3. 0.],55728
6,6,[2. 2. 2. 5. 3. 1.],55728
6,6,[2. 2. 2. 5. 3. 2.],55734
6,6,[2. 2. 2. 5. 3. 3.],55728
6,6,[2. 2. 2. 5. 3. 4.],55728
6,6,[2. 2. 2. 5. 3. 5.],55728
6,6,[2. 2. 2. 5. 4. 0.],55728
6,6,[2. 2. 2. 5. 4. 1.],55728
6,6,[2. 2. 2. 5. 4. 2.],55734
6,6,[2. 2. 2. 5. 4. 3.],55728
6,6,[2. 2. 2. 5. 4. 4.],55728
6,6,[2. 2. 2. 5. 4. 5.],55728
6,6,[2. 2. 2. 5. 5. 0.],55728
6,6,[2. 2. 2. 5. 5. 1.],55728
6,6,[2. 2. 2. 5. 5. 2.],55734
6,6,[2. 2. 2. 5. 5. 3.],55728
6,6,[2. 2. 2. 5. 5. 4.],55728
6,6,[2. 2. 2. 5. 5. 5.],55728
6,6,[2. 2. 3. 0. 0. 0.],54432
6,6,[2. 2. 3. 0. 0. 1.],54432
6,6,[2. 2. 3. 0. 0. 2.],54438
6,6,[2. 2. 3. 0. 0. 3.],54432
6,6,[2. 2. 3. 0. 0. 4.],54432
6,6,[2. 2. 3. 0. 0. 5.],54432
6,6,[2. 2. 3. 0. 1. 0.],54432
6,6,[2. 2. 3. 0. 1. 1.],54432
6,6,[2. 2. 3. 0. 1. 2.],54438
6,6,[2. 2. 3. 0. 1. 3.],54432
6,6,[2. 2. 3. 0. 1. 4.],54432
6,6,[2. 2. 3. 0. 1. 5.],54432
6,6,[2. 2. 3. 0. 2. 0.],54468
6,6,[2. 2. 3. 0. 2. 1.],54468
6,6,[2. 2. 3. 0. 2. 2.],54474
6,6,[2. 2. 3. 0. 2. 3.],54468
6,6,[2. 2. 3. 0. 2. 4.],54468
6,6,[2. 2. 3. 0. 2. 5.],54468
6,6,[2. 2. 3. 0. 3. 0.],54432
6,6,[2. 2. 3. 0. 3. 1.],54432
6,6,[2. 2. 3. 0. 3. 2.],54438
6,6,[2. 2. 3. 0. 3. 3.],54432
6,6,[2. 2. 3. 0. 3. 4.],54432
6,6,[2. 2. 3. 0. 3. 5.],54432
6,6,[2. 2. 3. 0. 4. 0.],54432
6,6,[2. 2. 3. 0. 4. 1.],54432
6,6,[2. 2. 3. 0. 4. 2.],54438
6,6,[2. 2. 3. 0. 4. 3.],54432
6,6,[2. 2. 3. 0. 4. 4.],54432
6,6,[2. 2. 3. 0. 4. 5.],54432
6,6,[2. 2. 3. 0. 5. 0.],54432
6,6,[2. 2. 3. 0. 5. 1.],54432
6,6,[2. 2. 3. 0. 5. 2.],54438
6,6,[2. 2. 3. 0. 5. 3.],54432
6,6,[2. 2. 3. 0. 5. 4.],54432
6,6,[2. 2. 3. 0. 5. 5.],54432
6,6,[2. 2. 3. 1. 0. 0.],54432
6,6,[2. 2. 3. 1. 0. 1.],54432
6,6,[2. 2. 3. 1. 0. 2.],54438
6,6,[2. 2. 3. 1. 0. 3.],54432
6,6,[2. 2. 3. 1. 0. 4.],54432
6,6,[2. 2. 3. 1. 0. 5.],54432
6,6,[2. 2. 3. 1. 1. 0.],54432
6,6,[2. 2. 3. 1. 1. 1.],54432
6,6,[2. 2. 3. 1. 1. 2.],54438
6,6,[2. 2. 3. 1. 1. 3.],54432
6,6,[2. 2. 3. 1. 1. 4.],54432
6,6,[2. 2. 3. 1. 1. 5.],54432
6,6,[2. 2. 3. 1. 2. 0.],54468
6,6,[2. 2. 3. 1. 2. 1.],54468
6,6,[2. 2. 3. 1. 2. 2.],54474
6,6,[2. 2. 3. 1. 2. 3.],54468
6,6,[2. 2. 3. 1. 2. 4.],54468
6,6,[2. 2. 3. 1. 2. 5.],54468
6,6,[2. 2. 3. 1. 3. 0.],54432
6,6,[2. 2. 3. 1. 3. 1.],54432
6,6,[2. 2. 3. 1. 3. 2.],54438
6,6,[2. 2. 3. 1. 3. 3.],54432
6,6,[2. 2. 3. 1. 3. 4.],54432
6,6,[2. 2. 3. 1. 3. 5.],54432
6,6,[2. 2. 3. 1. 4. 0.],54432
6,6,[2. 2. 3. 1. 4. 1.],54432
6,6,[2. 2. 3. 1. 4. 2.],54438
6,6,[2. 2. 3. 1. 4. 3.],54432
6,6,[2. 2. 3. 1. 4. 4.],54432
6,6,[2. 2. 3. 1. 4. 5.],54432
6,6,[2. 2. 3. 1. 5. 0.],54432
6,6,[2. 2. 3. 1. 5. 1.],54432
6,6,[2. 2. 3. 1. 5. 2.],54438
6,6,[2. 2. 3. 1. 5. 3.],54432
6,6,[2. 2. 3. 1. 5. 4.],54432
6,6,[2. 2. 3. 1. 5. 5.],54432
6,6,[2. 2. 3. 2. 0. 0.],54648
6,6,[2. 2. 3. 2. 0. 1.],54648
6,6,[2. 2. 3. 2. 0. 2.],54654
6,6,[2. 2. 3. 2. 0. 3.],54648
6,6,[2. 2. 3. 2. 0. 4.],54648
6,6,[2. 2. 3. 2. 0. 5.],54648
6,6,[2. 2. 3. 2. 1. 0.],54648
6,6,[2. 2. 3. 2. 1. 1.],54648
6,6,[2. 2. 3. 2. 1. 2.],54654
6,6,[2. 2. 3. 2. 1. 3.],54648
6,6,[2. 2. 3. 2. 1. 4.],54648
6,6,[2. 2. 3. 2. 1. 5.],54648
6,6,[2. 2. 3. 2. 2. 0.],54684
6,6,[2. 2. 3. 2. 2. 1.],54684
6,6,[2. 2. 3. 2. 2. 2.],54690
6,6,[2. 2. 3. 2. 2. 3.],54684
6,6,[2. 2. 3. 2. 2. 4.],54684
6,6,[2. 2. 3. 2. 2. 5.],54684
6,6,[2. 2. 3. 2. 3. 0.],54648
6,6,[2. 2. 3. 2. 3. 1.],54648
6,6,[2. 2. 3. 2. 3. 2.],54654
6,6,[2. 2. 3. 2. 3. 3.],54648
6,6,[2. 2. 3. 2. 3. 4.],54648
6,6,[2. 2. 3. 2. 3. 5.],54648
6,6,[2. 2. 3. 2. 4. 0.],54648
6,6,[2. 2. 3. 2. 4. 1.],54648
6,6,[2. 2. 3. 2. 4. 2.],54654
6,6,[2. 2. 3. 2. 4. 3.],54648
6,6,[2. 2. 3. 2. 4. 4.],54648
6,6,[2. 2. 3. 2. 4. 5.],54648
6,6,[2. 2. 3. 2. 5. 0.],54648
6,6,[2. 2. 3. 2. 5. 1.],54648
6,6,[2. 2. 3. 2. 5. 2.],54654
6,6,[2. 2. 3. 2. 5. 3.],54648
6,6,[2. 2. 3. 2. 5. 4.],54648
6,6,[2. 2. 3. 2. 5. 5.],54648
6,6,[2. 2. 3. 3. 0. 0.],54432
6,6,[2. 2. 3. 3. 0. 1.],54432
6,6,[2. 2. 3. 3. 0. 2.],54438
6,6,[2. 2. 3. 3. 0. 3.],54432
6,6,[2. 2. 3. 3. 0. 4.],54432
6,6,[2. 2. 3. 3. 0. 5.],54432
6,6,[2. 2. 3. 3. 1. 0.],54432
6,6,[2. 2. 3. 3. 1. 1.],54432
6,6,[2. 2. 3. 3. 1. 2.],54438
6,6,[2. 2. 3. 3. 1. 3.],54432
6,6,[2. 2. 3. 3. 1. 4.],54432
6,6,[2. 2. 3. 3. 1. 5.],54432
6,6,[2. 2. 3. 3. 2. 0.],54468
6,6,[2. 2. 3. 3. 2. 1.],54468
6,6,[2. 2. 3. 3. 2. 2.],54474
6,6,[2. 2. 3. 3. 2. 3.],54468
6,6,[2. 2. 3. 3. 2. 4.],54468
6,6,[2. 2. 3. 3. 2. 5.],54468
6,6,[2. 2. 3. 3. 3. 0.],54432
6,6,[2. 2. 3. 3. 3. 1.],54432
6,6,[2. 2. 3. 3. 3. 2.],54438
6,6,[2. 2. 3. 3. 3. 3.],54432
6,6,[2. 2. 3. 3. 3. 4.],54432
6,6,[2. 2. 3. 3. 3. 5.],54432
6,6,[2. 2. 3. 3. 4. 0.],54432
6,6,[2. 2. 3. 3. 4. 1.],54432
6,6,[2. 2. 3. 3. 4. 2.],54438
6,6,[2. 2. 3. 3. 4. 3.],54432
6,6,[2. 2. 3. 3. 4. 4.],54432
6,6,[2. 2. 3. 3. 4. 5.],54432
6,6,[2. 2. 3. 3. 5. 0.],54432
6,6,[2. 2. 3. 3. 5. 1.],54432
6,6,[2. 2. 3. 3. 5. 2.],54438
6,6,[2. 2. 3. 3. 5. 3.],54432
6,6,[2. 2. 3. 3. 5. 4.],54432
6,6,[2. 2. 3. 3. 5. 5.],54432
6,6,[2. 2. 3. 4. 0. 0.],54432
6,6,[2. 2. 3. 4. 0. 1.],54432
6,6,[2. 2. 3. 4. 0. 2.],54438
6,6,[2. 2. 3. 4. 0. 3.],54432
6,6,[2. 2. 3. 4. 0. 4.],54432
6,6,[2. 2. 3. 4. 0. 5.],54432
6,6,[2. 2. 3. 4. 1. 0.],54432
6,6,[2. 2. 3. 4. 1. 1.],54432
6,6,[2. 2. 3. 4. 1. 2.],54438
6,6,[2. 2. 3. 4. 1. 3.],54432
6,6,[2. 2. 3. 4. 1. 4.],54432
6,6,[2. 2. 3. 4. 1. 5.],54432
6,6,[2. 2. 3. 4. 2. 0.],54468
6,6,[2. 2. 3. 4. 2. 1.],54468
6,6,[2. 2. 3. 4. 2. 2.],54474
6,6,[2. 2. 3. 4. 2. 3.],54468
6,6,[2. 2. 3. 4. 2. 4.],54468
6,6,[2. 2. 3. 4. 2. 5.],54468
6,6,[2. 2. 3. 4. 3. 0.],54432
6,6,[2. 2. 3. 4. 3. 1.],54432
6,6,[2. 2. 3. 4. 3. 2.],54438
6,6,[2. 2. 3. 4. 3. 3.],54432
6,6,[2. 2. 3. 4. 3. 4.],54432
6,6,[2. 2. 3. 4. 3. 5.],54432
6,6,[2. 2. 3. 4. 4. 0.],54432
6,6,[2. 2. 3. 4. 4. 1.],54432
6,6,[2. 2. 3. 4. 4. 2.],54438
6,6,[2. 2. 3. 4. 4. 3.],54432
6,6,[2. 2. 3. 4. 4. 4.],54432
6,6,[2. 2. 3. 4. 4. 5.],54432
6,6,[2. 2. 3. 4. 5. 0.],54432
6,6,[2. 2. 3. 4. 5. 1.],54432
6,6,[2. 2. 3. 4. 5. 2.],54438
6,6,[2. 2. 3. 4. 5. 3.],54432
6,6,[2. 2. 3. 4. 5. 4.],54432
6,6,[2. 2. 3. 4. 5. 5.],54432
6,6,[2. 2. 3. 5. 0. 0.],54432
6,6,[2. 2. 3. 5. 0. 1.],54432
6,6,[2. 2. 3. 5. 0. 2.],54438
6,6,[2. 2. 3. 5. 0. 3.],54432
6,6,[2. 2. 3. 5. 0. 4.],54432
6,6,[2. 2. 3. 5. 0. 5.],54432
6,6,[2. 2. 3. 5. 1. 0.],54432
6,6,[2. 2. 3. 5. 1. 1.],54432
6,6,[2. 2. 3. 5. 1. 2.],54438
6,6,[2. 2. 3. 5. 1. 3.],54432
6,6,[2. 2. 3. 5. 1. 4.],54432
6,6,[2. 2. 3. 5. 1. 5.],54432
6,6,[2. 2. 3. 5. 2. 0.],54468
6,6,[2. 2. 3. 5. 2. 1.],54468
6,6,[2. 2. 3. 5. 2. 2.],54474
6,6,[2. 2. 3. 5. 2. 3.],54468
6,6,[2. 2. 3. 5. 2. 4.],54468
6,6,[2. 2. 3. 5. 2. 5.],54468
6,6,[2. 2. 3. 5. 3. 0.],54432
6,6,[2. 2. 3. 5. 3. 1.],54432
6,6,[2. 2. 3. 5. 3. 2.],54438
6,6,[2. 2. 3. 5. 3. 3.],54432
6,6,[2. 2. 3. 5. 3. 4.],54432
6,6,[2. 2. 3. 5. 3. 5.],54432
6,6,[2. 2. 3. 5. 4. 0.],54432
6,6,[2. 2. 3. 5. 4. 1.],54432
6,6,[2. 2. 3. 5. 4. 2.],54438
6,6,[2. 2. 3. 5. 4. 3.],54432
6,6,[2. 2. 3. 5. 4. 4.],54432
6,6,[2. 2. 3. 5. 4. 5.],54432
6,6,[2. 2. 3. 5. 5. 0.],54432
6,6,[2. 2. 3. 5. 5. 1.],54432
6,6,[2. 2. 3. 5. 5. 2.],54438
6,6,[2. 2. 3. 5. 5. 3.],54432
6,6,[2. 2. 3. 5. 5. 4.],54432
6,6,[2. 2. 3. 5. 5. 5.],54432
6,6,[2. 2. 4. 0. 0. 0.],54432
6,6,[2. 2. 4. 0. 0. 1.],54432
6,6,[2. 2. 4. 0. 0. 2.],54438
6,6,[2. 2. 4. 0. 0. 3.],54432
6,6,[2. 2. 4. 0. 0. 4.],54432
6,6,[2. 2. 4. 0. 0. 5.],54432
6,6,[2. 2. 4. 0. 1. 0.],54432
6,6,[2. 2. 4. 0. 1. 1.],54432
6,6,[2. 2. 4. 0. 1. 2.],54438
6,6,[2. 2. 4. 0. 1. 3.],54432
6,6,[2. 2. 4. 0. 1. 4.],54432
6,6,[2. 2. 4. 0. 1. 5.],54432
6,6,[2. 2. 4. 0. 2. 0.],54468
6,6,[2. 2. 4. 0. 2. 1.],54468
6,6,[2. 2. 4. 0. 2. 2.],54474
6,6,[2. 2. 4. 0. 2. 3.],54468
6,6,[2. 2. 4. 0. 2. 4.],54468
6,6,[2. 2. 4. 0. 2. 5.],54468
6,6,[2. 2. 4. 0. 3. 0.],54432
6,6,[2. 2. 4. 0. 3. 1.],54432
6,6,[2. 2. 4. 0. 3. 2.],54438
6,6,[2. 2. 4. 0. 3. 3.],54432
6,6,[2. 2. 4. 0. 3. 4.],54432
6,6,[2. 2. 4. 0. 3. 5.],54432
6,6,[2. 2. 4. 0. 4. 0.],54432
6,6,[2. 2. 4. 0. 4. 1.],54432
6,6,[2. 2. 4. 0. 4. 2.],54438
6,6,[2. 2. 4. 0. 4. 3.],54432
6,6,[2. 2. 4. 0. 4. 4.],54432
6,6,[2. 2. 4. 0. 4. 5.],54432
6,6,[2. 2. 4. 0. 5. 0.],54432
6,6,[2. 2. 4. 0. 5. 1.],54432
6,6,[2. 2. 4. 0. 5. 2.],54438
6,6,[2. 2. 4. 0. 5. 3.],54432
6,6,[2. 2. 4. 0. 5. 4.],54432
6,6,[2. 2. 4. 0. 5. 5.],54432
6,6,[2. 2. 4. 1. 0. 0.],54432
6,6,[2. 2. 4. 1. 0. 1.],54432
6,6,[2. 2. 4. 1. 0. 2.],54438
6,6,[2. 2. 4. 1. 0. 3.],54432
6,6,[2. 2. 4. 1. 0. 4.],54432
6,6,[2. 2. 4. 1. 0. 5.],54432
6,6,[2. 2. 4. 1. 1. 0.],54432
6,6,[2. 2. 4. 1. 1. 1.],54432
6,6,[2. 2. 4. 1. 1. 2.],54438
6,6,[2. 2. 4. 1. 1. 3.],54432
6,6,[2. 2. 4. 1. 1. 4.],54432
6,6,[2. 2. 4. 1. 1. 5.],54432
6,6,[2. 2. 4. 1. 2. 0.],54468
6,6,[2. 2. 4. 1. 2. 1.],54468
6,6,[2. 2. 4. 1. 2. 2.],54474
6,6,[2. 2. 4. 1. 2. 3.],54468
6,6,[2. 2. 4. 1. 2. 4.],54468
6,6,[2. 2. 4. 1. 2. 5.],54468
6,6,[2. 2. 4. 1. 3. 0.],54432
6,6,[2. 2. 4. 1. 3. 1.],54432
6,6,[2. 2. 4. 1. 3. 2.],54438
6,6,[2. 2. 4. 1. 3. 3.],54432
6,6,[2. 2. 4. 1. 3. 4.],54432
6,6,[2. 2. 4. 1. 3. 5.],54432
6,6,[2. 2. 4. 1. 4. 0.],54432
6,6,[2. 2. 4. 1. 4. 1.],54432
6,6,[2. 2. 4. 1. 4. 2.],54438
6,6,[2. 2. 4. 1. 4. 3.],54432
6,6,[2. 2. 4. 1. 4. 4.],54432
6,6,[2. 2. 4. 1. 4. 5.],54432
6,6,[2. 2. 4. 1. 5. 0.],54432
6,6,[2. 2. 4. 1. 5. 1.],54432
6,6,[2. 2. 4. 1. 5. 2.],54438
6,6,[2. 2. 4. 1. 5. 3.],54432
6,6,[2. 2. 4. 1. 5. 4.],54432
6,6,[2. 2. 4. 1. 5. 5.],54432
6,6,[2. 2. 4. 2. 0. 0.],54648
6,6,[2. 2. 4. 2. 0. 1.],54648
6,6,[2. 2. 4. 2. 0. 2.],54654
6,6,[2. 2. 4. 2. 0. 3.],54648
6,6,[2. 2. 4. 2. 0. 4.],54648
6,6,[2. 2. 4. 2. 0. 5.],54648
6,6,[2. 2. 4. 2. 1. 0.],54648
6,6,[2. 2. 4. 2. 1. 1.],54648
6,6,[2. 2. 4. 2. 1. 2.],54654
6,6,[2. 2. 4. 2. 1. 3.],54648
6,6,[2. 2. 4. 2. 1. 4.],54648
6,6,[2. 2. 4. 2. 1. 5.],54648
6,6,[2. 2. 4. 2. 2. 0.],54684
6,6,[2. 2. 4. 2. 2. 1.],54684
6,6,[2. 2. 4. 2. 2. 2.],54690
6,6,[2. 2. 4. 2. 2. 3.],54684
6,6,[2. 2. 4. 2. 2. 4.],54684
6,6,[2. 2. 4. 2. 2. 5.],54684
6,6,[2. 2. 4. 2. 3. 0.],54648
6,6,[2. 2. 4. 2. 3. 1.],54648
6,6,[2. 2. 4. 2. 3. 2.],54654
6,6,[2. 2. 4. 2. 3. 3.],54648
6,6,[2. 2. 4. 2. 3. 4.],54648
6,6,[2. 2. 4. 2. 3. 5.],54648
6,6,[2. 2. 4. 2. 4. 0.],54648
6,6,[2. 2. 4. 2. 4. 1.],54648
6,6,[2. 2. 4. 2. 4. 2.],54654
6,6,[2. 2. 4. 2. 4. 3.],54648
6,6,[2. 2. 4. 2. 4. 4.],54648
6,6,[2. 2. 4. 2. 4. 5.],54648
6,6,[2. 2. 4. 2. 5. 0.],54648
6,6,[2. 2. 4. 2. 5. 1.],54648
6,6,[2. 2. 4. 2. 5. 2.],54654
6,6,[2. 2. 4. 2. 5. 3.],54648
6,6,[2. 2. 4. 2. 5. 4.],54648
6,6,[2. 2. 4. 2. 5. 5.],54648
6,6,[2. 2. 4. 3. 0. 0.],54432
6,6,[2. 2. 4. 3. 0. 1.],54432
6,6,[2. 2. 4. 3. 0. 2.],54438
6,6,[2. 2. 4. 3. 0. 3.],54432
6,6,[2. 2. 4. 3. 0. 4.],54432
6,6,[2. 2. 4. 3. 0. 5.],54432
6,6,[2. 2. 4. 3. 1. 0.],54432
6,6,[2. 2. 4. 3. 1. 1.],54432
6,6,[2. 2. 4. 3. 1. 2.],54438
6,6,[2. 2. 4. 3. 1. 3.],54432
6,6,[2. 2. 4. 3. 1. 4.],54432
6,6,[2. 2. 4. 3. 1. 5.],54432
6,6,[2. 2. 4. 3. 2. 0.],54468
6,6,[2. 2. 4. 3. 2. 1.],54468
6,6,[2. 2. 4. 3. 2. 2.],54474
6,6,[2. 2. 4. 3. 2. 3.],54468
6,6,[2. 2. 4. 3. 2. 4.],54468
6,6,[2. 2. 4. 3. 2. 5.],54468
6,6,[2. 2. 4. 3. 3. 0.],54432
6,6,[2. 2. 4. 3. 3. 1.],54432
6,6,[2. 2. 4. 3. 3. 2.],54438
6,6,[2. 2. 4. 3. 3. 3.],54432
6,6,[2. 2. 4. 3. 3. 4.],54432
6,6,[2. 2. 4. 3. 3. 5.],54432
6,6,[2. 2. 4. 3. 4. 0.],54432
6,6,[2. 2. 4. 3. 4. 1.],54432
6,6,[2. 2. 4. 3. 4. 2.],54438
6,6,[2. 2. 4. 3. 4. 3.],54432
6,6,[2. 2. 4. 3. 4. 4.],54432
6,6,[2. 2. 4. 3. 4. 5.],54432
6,6,[2. 2. 4. 3. 5. 0.],54432
6,6,[2. 2. 4. 3. 5. 1.],54432
6,6,[2. 2. 4. 3. 5. 2.],54438
6,6,[2. 2. 4. 3. 5. 3.],54432
6,6,[2. 2. 4. 3. 5. 4.],54432
6,6,[2. 2. 4. 3. 5. 5.],54432
6,6,[2. 2. 4. 4. 0. 0.],54432
6,6,[2. 2. 4. 4. 0. 1.],54432
6,6,[2. 2. 4. 4. 0. 2.],54438
6,6,[2. 2. 4. 4. 0. 3.],54432
6,6,[2. 2. 4. 4. 0. 4.],54432
6,6,[2. 2. 4. 4. 0. 5.],54432
6,6,[2. 2. 4. 4. 1. 0.],54432
6,6,[2. 2. 4. 4. 1. 1.],54432
6,6,[2. 2. 4. 4. 1. 2.],54438
6,6,[2. 2. 4. 4. 1. 3.],54432
6,6,[2. 2. 4. 4. 1. 4.],54432
6,6,[2. 2. 4. 4. 1. 5.],54432
6,6,[2. 2. 4. 4. 2. 0.],54468
6,6,[2. 2. 4. 4. 2. 1.],54468
6,6,[2. 2. 4. 4. 2. 2.],54474
6,6,[2. 2. 4. 4. 2. 3.],54468
6,6,[2. 2. 4. 4. 2. 4.],54468
6,6,[2. 2. 4. 4. 2. 5.],54468
6,6,[2. 2. 4. 4. 3. 0.],54432
6,6,[2. 2. 4. 4. 3. 1.],54432
6,6,[2. 2. 4. 4. 3. 2.],54438
6,6,[2. 2. 4. 4. 3. 3.],54432
6,6,[2. 2. 4. 4. 3. 4.],54432
6,6,[2. 2. 4. 4. 3. 5.],54432
6,6,[2. 2. 4. 4. 4. 0.],54432
6,6,[2. 2. 4. 4. 4. 1.],54432
6,6,[2. 2. 4. 4. 4. 2.],54438
6,6,[2. 2. 4. 4. 4. 3.],54432
6,6,[2. 2. 4. 4. 4. 4.],54432
6,6,[2. 2. 4. 4. 4. 5.],54432
6,6,[2. 2. 4. 4. 5. 0.],54432
6,6,[2. 2. 4. 4. 5. 1.],54432
6,6,[2. 2. 4. 4. 5. 2.],54438
6,6,[2. 2. 4. 4. 5. 3.],54432
6,6,[2. 2. 4. 4. 5. 4.],54432
6,6,[2. 2. 4. 4. 5. 5.],54432
6,6,[2. 2. 4. 5. 0. 0.],54432
6,6,[2. 2. 4. 5. 0. 1.],54432
6,6,[2. 2. 4. 5. 0. 2.],54438
6,6,[2. 2. 4. 5. 0. 3.],54432
6,6,[2. 2. 4. 5. 0. 4.],54432
6,6,[2. 2. 4. 5. 0. 5.],54432
6,6,[2. 2. 4. 5. 1. 0.],54432
6,6,[2. 2. 4. 5. 1. 1.],54432
6,6,[2. 2. 4. 5. 1. 2.],54438
6,6,[2. 2. 4. 5. 1. 3.],54432
6,6,[2. 2. 4. 5. 1. 4.],54432
6,6,[2. 2. 4. 5. 1. 5.],54432
6,6,[2. 2. 4. 5. 2. 0.],54468
6,6,[2. 2. 4. 5. 2. 1.],54468
6,6,[2. 2. 4. 5. 2. 2.],54474
6,6,[2. 2. 4. 5. 2. 3.],54468
6,6,[2. 2. 4. 5. 2. 4.],54468
6,6,[2. 2. 4. 5. 2. 5.],54468
6,6,[2. 2. 4. 5. 3. 0.],54432
6,6,[2. 2. 4. 5. 3. 1.],54432
6,6,[2. 2. 4. 5. 3. 2.],54438
6,6,[2. 2. 4. 5. 3. 3.],54432
6,6,[2. 2. 4. 5. 3. 4.],54432
6,6,[2. 2. 4. 5. 3. 5.],54432
6,6,[2. 2. 4. 5. 4. 0.],54432
6,6,[2. 2. 4. 5. 4. 1.],54432
6,6,[2. 2. 4. 5. 4. 2.],54438
6,6,[2. 2. 4. 5. 4. 3.],54432
6,6,[2. 2. 4. 5. 4. 4.],54432
6,6,[2. 2. 4. 5. 4. 5.],54432
6,6,[2. 2. 4. 5. 5. 0.],54432
6,6,[2. 2. 4. 5. 5. 1.],54432
6,6,[2. 2. 4. 5. 5. 2.],54438
6,6,[2. 2. 4. 5. 5. 3.],54432
6,6,[2. 2. 4. 5. 5. 4.],54432
6,6,[2. 2. 4. 5. 5. 5.],54432
6,6,[2. 2. 5. 0. 0. 0.],54432
6,6,[2. 2. 5. 0. 0. 1.],54432
6,6,[2. 2. 5. 0. 0. 2.],54438
6,6,[2. 2. 5. 0. 0. 3.],54432
6,6,[2. 2. 5. 0. 0. 4.],54432
6,6,[2. 2. 5. 0. 0. 5.],54432
6,6,[2. 2. 5. 0. 1. 0.],54432
6,6,[2. 2. 5. 0. 1. 1.],54432
6,6,[2. 2. 5. 0. 1. 2.],54438
6,6,[2. 2. 5. 0. 1. 3.],54432
6,6,[2. 2. 5. 0. 1. 4.],54432
6,6,[2. 2. 5. 0. 1. 5.],54432
6,6,[2. 2. 5. 0. 2. 0.],54468
6,6,[2. 2. 5. 0. 2. 1.],54468
6,6,[2. 2. 5. 0. 2. 2.],54474
6,6,[2. 2. 5. 0. 2. 3.],54468
6,6,[2. 2. 5. 0. 2. 4.],54468
6,6,[2. 2. 5. 0. 2. 5.],54468
6,6,[2. 2. 5. 0. 3. 0.],54432
6,6,[2. 2. 5. 0. 3. 1.],54432
6,6,[2. 2. 5. 0. 3. 2.],54438
6,6,[2. 2. 5. 0. 3. 3.],54432
6,6,[2. 2. 5. 0. 3. 4.],54432
6,6,[2. 2. 5. 0. 3. 5.],54432
6,6,[2. 2. 5. 0. 4. 0.],54432
6,6,[2. 2. 5. 0. 4. 1.],54432
6,6,[2. 2. 5. 0. 4. 2.],54438
6,6,[2. 2. 5. 0. 4. 3.],54432
6,6,[2. 2. 5. 0. 4. 4.],54432
6,6,[2. 2. 5. 0. 4. 5.],54432
6,6,[2. 2. 5. 0. 5. 0.],54432
6,6,[2. 2. 5. 0. 5. 1.],54432
6,6,[2. 2. 5. 0. 5. 2.],54438
6,6,[2. 2. 5. 0. 5. 3.],54432
6,6,[2. 2. 5. 0. 5. 4.],54432
6,6,[2. 2. 5. 0. 5. 5.],54432
6,6,[2. 2. 5. 1. 0. 0.],54432
6,6,[2. 2. 5. 1. 0. 1.],54432
6,6,[2. 2. 5. 1. 0. 2.],54438
6,6,[2. 2. 5. 1. 0. 3.],54432
6,6,[2. 2. 5. 1. 0. 4.],54432
6,6,[2. 2. 5. 1. 0. 5.],54432
6,6,[2. 2. 5. 1. 1. 0.],54432
6,6,[2. 2. 5. 1. 1. 1.],54432
6,6,[2. 2. 5. 1. 1. 2.],54438
6,6,[2. 2. 5. 1. 1. 3.],54432
6,6,[2. 2. 5. 1. 1. 4.],54432
6,6,[2. 2. 5. 1. 1. 5.],54432
6,6,[2. 2. 5. 1. 2. 0.],54468
6,6,[2. 2. 5. 1. 2. 1.],54468
6,6,[2. 2. 5. 1. 2. 2.],54474
6,6,[2. 2. 5. 1. 2. 3.],54468
6,6,[2. 2. 5. 1. 2. 4.],54468
6,6,[2. 2. 5. 1. 2. 5.],54468
6,6,[2. 2. 5. 1. 3. 0.],54432
6,6,[2. 2. 5. 1. 3. 1.],54432
6,6,[2. 2. 5. 1. 3. 2.],54438
6,6,[2. 2. 5. 1. 3. 3.],54432
6,6,[2. 2. 5. 1. 3. 4.],54432
6,6,[2. 2. 5. 1. 3. 5.],54432
6,6,[2. 2. 5. 1. 4. 0.],54432
6,6,[2. 2. 5. 1. 4. 1.],54432
6,6,[2. 2. 5. 1. 4. 2.],54438
6,6,[2. 2. 5. 1. 4. 3.],54432
6,6,[2. 2. 5. 1. 4. 4.],54432
